tf,side,folder,fill_price,ask_at_fill,ask_1s,ask_2s,delta_fill_vs_ask,ask_drop_2s,spot
m5,Up,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.27,0.37,0.36,0.36,-0.09999999999999998,-0.010000000000000009,74232.55
m5,Up,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.32,0.36,0.37,0.37,-0.03999999999999998,0.010000000000000009,74228.2
m5,Up,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.34,0.36,0.37,0.37,-0.019999999999999962,0.010000000000000009,74228.2
m5,Down,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.71,0.67,0.67,0.65,0.039999999999999925,-0.020000000000000018,74225.5
m15,Down,Bitcoin_Up_or_Down_-_April_13_545PM-600PM_ET,0.68,0.59,0.63,0.63,0.09000000000000008,0.040000000000000036,74227.79
m5,Up,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.22,0.36,0.36,0.33,-0.13999999999999999,-0.02999999999999997,74227.79
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.7,1.0,1.0,1.0,-0.30000000000000004,0.0,74227.8
m5,Down,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.67,0.74,0.73,0.73,-0.06999999999999995,-0.010000000000000009,74200.25
m5,Down,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.82,0.52,0.53,0.54,0.29999999999999993,0.020000000000000018,74271.25
m15,Up,Bitcoin_Up_or_Down_-_April_13_545PM-600PM_ET,0.26,0.48,0.48,0.48,-0.21999999999999997,0.0,74268.11
m15,Down,Bitcoin_Up_or_Down_-_April_13_545PM-600PM_ET,0.73,0.59,0.59,0.53,0.14,-0.05999999999999994,74225.31
m15,Up,Bitcoin_Up_or_Down_-_April_13_545PM-600PM_ET,0.25,0.55,0.41,0.41,-0.30000000000000004,-0.14000000000000007,74293.77
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.72,1.0,1.0,1.0,-0.28,0.0,74293.77
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.7,1.0,1.0,1.0,-0.30000000000000004,0.0,74293.77
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.74,1.0,1.0,1.0,-0.26,0.0,74286.91
m5,Down,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.81,0.46,0.48,0.53,0.35000000000000003,0.07,74286.91
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.7683,1.0,1.0,1.0,-0.23170000000000002,0.0,74279.74
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.75,1.0,1.0,1.0,-0.25,0.0,74279.74
m5,Up,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.17,0.59,0.62,0.59,-0.41999999999999993,0.0,74279.74
m5,Down,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.81,0.42,0.4,0.43,0.39000000000000007,0.010000000000000009,74279.74
m5,Up,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.1231,0.59,0.62,0.59,-0.4669,0.0,74279.74
m5,Down,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.8339,0.4,0.4,0.42,0.43389999999999995,0.019999999999999962,74279.74
m5,Down,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.84,0.31,0.4,0.4,0.53,0.09000000000000002,74339.17
m15,Down,Bitcoin_Up_or_Down_-_April_13_545PM-600PM_ET,0.66,0.39,0.5,0.49,0.27,0.09999999999999998,74339.17
m5,Down,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.86,0.18,0.2,0.31,0.6799999999999999,0.13,74339.14
m5,Up,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.12,0.84,0.84,0.83,-0.72,-0.010000000000000009,74340.0
m5,Up,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.196,0.85,0.85,0.84,-0.6539999999999999,-0.010000000000000009,74330.16
m5,Down,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.81,0.16,0.16,0.17,0.65,0.010000000000000009,74330.16
m5,Down,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.83,0.18,0.17,0.16,0.6499999999999999,-0.01999999999999999,74330.15
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.71,1.0,1.0,1.0,-0.29000000000000004,0.0,74328.02
m15,Up,Bitcoin_Up_or_Down_-_April_13_545PM-600PM_ET,0.33,0.62,0.62,0.62,-0.29,0.0,74328.02
m5,Down,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.85,0.16,0.17,0.17,0.69,0.010000000000000009,74326.62
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.27,0.0,0.0,0.0,0.27,0.0,74326.62
m5,Down,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.89,0.19,0.14,0.14,0.7,-0.04999999999999999,74312.01
m5,Up,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.18,0.97,0.96,0.96,-0.79,-0.010000000000000009,74370.51
m5,Up,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.32,0.98,0.98,0.98,-0.6599999999999999,0.0,74410.8
m15,Down,Bitcoin_Up_or_Down_-_April_13_545PM-600PM_ET,0.51,0.27,0.26,0.26,0.24,-0.010000000000000009,74404.56
m5,Up,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.7,0.99,0.99,0.99,-0.29000000000000004,0.0,74398.98
m5,Down,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.46,0.02,0.02,0.02,0.44,0.0,74398.98
m15,Down,Bitcoin_Up_or_Down_-_April_13_545PM-600PM_ET,0.46,0.28,0.27,0.27,0.18,-0.010000000000000009,74436.06
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74436.06
m5,Down,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.2902,0.02,0.02,0.02,0.2702,0.0,74436.06
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74452.11
m5,Down,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.44,0.01,0.01,0.01,0.43,0.0,74439.19
m5,Up,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.4517,1.0,1.0,1.0,-0.5483,0.0,74380.74
m5,Up,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.4461,1.0,1.0,1.0,-0.5539000000000001,0.0,74380.74
m5,Up,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.5,1.0,1.0,1.0,-0.5,0.0,74353.39
m5,Up,Bitcoin_Up_or_Down_-_April_13_545PM-550PM_ET,0.49,1.0,1.0,1.0,-0.51,0.0,74353.39
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.17,0.0,0.0,0.0,0.17,0.0,74369.84
m15,Up,Bitcoin_Up_or_Down_-_April_13_545PM-600PM_ET,0.42,0.71,0.71,0.72,-0.29,0.010000000000000009,74369.85
m5,Up,Bitcoin_Up_or_Down_-_April_13_550PM-555PM_ET,0.35,0.54,0.54,0.54,-0.19000000000000006,0.0,74369.85
m5,Down,Bitcoin_Up_or_Down_-_April_13_550PM-555PM_ET,0.56,0.45,0.45,0.45,0.11000000000000004,0.0,74368.68
m5,Down,Bitcoin_Up_or_Down_-_April_13_550PM-555PM_ET,0.6,0.45,0.45,0.45,0.14999999999999997,0.0,74368.68
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.19,0.0,0.0,0.0,0.19,0.0,74344.41
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.14,0.0,0.0,0.0,0.14,0.0,74322.1
m5,Down,Bitcoin_Up_or_Down_-_April_13_550PM-555PM_ET,0.64,0.69,0.69,0.7,-0.04999999999999993,0.010000000000000009,74286.88
m5,Up,Bitcoin_Up_or_Down_-_April_13_550PM-555PM_ET,0.28,0.32,0.32,0.32,-0.03999999999999998,0.0,74292.55
m5,Up,Bitcoin_Up_or_Down_-_April_13_550PM-555PM_ET,0.3039,0.32,0.32,0.32,-0.016100000000000003,0.0,74292.55
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.86,1.0,1.0,1.0,-0.14,0.0,74352.26
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.11,0.0,0.0,0.0,0.11,0.0,74352.26
m5,Down,Bitcoin_Up_or_Down_-_April_13_550PM-555PM_ET,0.61,0.34,0.36,0.37,0.26999999999999996,0.02999999999999997,74380.86
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.83,1.0,1.0,1.0,-0.17000000000000004,0.0,74471.09
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.83,1.0,1.0,1.0,-0.17000000000000004,0.0,74471.09
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.83,1.0,1.0,1.0,-0.17000000000000004,0.0,74471.09
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.83,1.0,1.0,1.0,-0.17000000000000004,0.0,74465.28
m15,Up,Bitcoin_Up_or_Down_-_April_13_545PM-600PM_ET,0.32,0.92,0.92,0.93,-0.6000000000000001,0.010000000000000009,74449.99
m5,Up,Bitcoin_Up_or_Down_-_April_13_550PM-555PM_ET,0.2,0.93,0.93,0.93,-0.73,0.0,74449.99
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.11,0.0,0.0,0.0,0.11,0.0,74503.99
m15,Up,Bitcoin_Up_or_Down_-_April_13_545PM-600PM_ET,0.27,0.97,0.97,0.97,-0.7,0.0,74539.36
m5,Up,Bitcoin_Up_or_Down_-_April_13_550PM-555PM_ET,0.05,1.0,1.0,1.0,-0.95,0.0,74539.36
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74528.34
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.12,0.0,0.0,0.0,0.12,0.0,74524.49
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.13,0.0,0.0,0.0,0.13,0.0,74524.49
m5,Down,Bitcoin_Up_or_Down_-_April_13_550PM-555PM_ET,0.98,0.01,0.01,0.01,0.97,0.0,74696.67
m15,Up,Bitcoin_Up_or_Down_-_April_13_545PM-600PM_ET,0.27,1.0,1.0,1.0,-0.73,0.0,74680.47
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.19,0.0,0.0,0.0,0.19,0.0,74673.9
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.25,0.0,0.0,0.0,0.25,0.0,74712.79
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.27,0.0,0.0,0.0,0.27,0.0,74712.99
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.26,0.0,0.0,0.0,0.26,0.0,74712.99
m5,Down,Bitcoin_Up_or_Down_-_April_13_555PM-600PM_ET,0.75,0.4,0.41,0.41,0.35,0.009999999999999953,74696.68
m5,Down,Bitcoin_Up_or_Down_-_April_13_555PM-600PM_ET,0.74,0.44,0.42,0.4,0.3,-0.03999999999999998,74665.69
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.7509,1.0,1.0,1.0,-0.2491,0.0,74661.24
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.76,1.0,1.0,1.0,-0.24,0.0,74656.01
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.77,1.0,1.0,1.0,-0.22999999999999998,0.0,74670.8
m5,Up,Bitcoin_Up_or_Down_-_April_13_555PM-600PM_ET,0.3,0.58,0.55,0.55,-0.27999999999999997,-0.029999999999999916,74712.98
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.83,1.0,1.0,1.0,-0.17000000000000004,0.0,74712.98
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.875,1.0,1.0,1.0,-0.125,0.0,74707.25
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.89,1.0,1.0,1.0,-0.10999999999999999,0.0,74705.99
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.89,1.0,1.0,1.0,-0.10999999999999999,0.0,74706.0
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.1,0.0,0.0,0.0,0.1,0.0,74670.53
m5,Up,Bitcoin_Up_or_Down_-_April_13_555PM-600PM_ET,0.35,0.56,0.56,0.56,-0.21000000000000008,0.0,74636.27
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.1,0.0,0.0,0.0,0.1,0.0,74618.51
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.93,1.0,1.0,1.0,-0.06999999999999995,0.0,74649.12
m5,Up,Bitcoin_Up_or_Down_-_April_13_555PM-600PM_ET,0.5,0.48,0.53,0.54,0.020000000000000018,0.06000000000000005,74593.26
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.06,0.0,0.0,0.0,0.06,0.0,74593.27
m5,Down,Bitcoin_Up_or_Down_-_April_13_555PM-600PM_ET,0.62,0.58,0.58,0.58,0.040000000000000036,0.0,74604.91
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.07,0.0,0.0,0.0,0.07,0.0,74576.25
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.07,0.0,0.0,0.0,0.07,0.0,74619.66
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.07,0.0,0.0,0.0,0.07,0.0,74619.66
m5,Down,Bitcoin_Up_or_Down_-_April_13_555PM-600PM_ET,0.75,0.65,0.65,0.65,0.09999999999999998,0.0,74619.66
m5,Down,Bitcoin_Up_or_Down_-_April_13_555PM-600PM_ET,0.61,0.46,0.46,0.46,0.14999999999999997,0.0,74694.44
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.95,1.0,1.0,1.0,-0.050000000000000044,0.0,74694.44
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.96,1.0,1.0,1.0,-0.040000000000000036,0.0,74663.74
m5,Down,Bitcoin_Up_or_Down_-_April_13_555PM-600PM_ET,0.6343,0.39,0.39,0.39,0.24429999999999996,0.0,74663.73
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.95,1.0,1.0,1.0,-0.050000000000000044,0.0,74599.59
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.94,1.0,1.0,1.0,-0.06000000000000005,0.0,74602.65
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.94,1.0,1.0,1.0,-0.06000000000000005,0.0,74602.65
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.94,1.0,1.0,1.0,-0.06000000000000005,0.0,74602.65
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.94,1.0,1.0,1.0,-0.06000000000000005,0.0,74602.65
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.92,1.0,1.0,1.0,-0.07999999999999996,0.0,74606.0
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.93,1.0,1.0,1.0,-0.06999999999999995,0.0,74635.63
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.93,1.0,1.0,1.0,-0.06999999999999995,0.0,74635.63
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.95,1.0,1.0,1.0,-0.050000000000000044,0.0,74632.2
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.03,0.0,0.0,0.0,0.03,0.0,74632.2
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.03,0.0,0.0,0.0,0.03,0.0,74622.86
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.03,0.0,0.0,0.0,0.03,0.0,74620.19
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.03,0.0,0.0,0.0,0.03,0.0,74620.19
h1,Down,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.03,0.0,0.0,0.0,0.03,0.0,74620.19
h1,Up,Bitcoin_Up_or_Down_-_April_13_5PM_ET,0.96,1.0,1.0,1.0,-0.040000000000000036,0.0,74627.43
m5,Down,Bitcoin_Up_or_Down_-_April_13_600PM-605PM_ET,0.28,0.52,0.48,0.43,-0.24,-0.09000000000000002,74620.01
m5,Up,Bitcoin_Up_or_Down_-_April_13_600PM-605PM_ET,0.68,0.49,0.49,0.49,0.19000000000000006,0.0,74618.21
m15,Up,Bitcoin_Up_or_Down_-_April_13_600PM-615PM_ET,0.66,0.21,0.21,0.22,0.45000000000000007,0.010000000000000009,74451.0
m5,Up,Bitcoin_Up_or_Down_-_April_13_600PM-605PM_ET,0.74,0.13,0.11,0.1,0.61,-0.03,74471.34
m5,Up,Bitcoin_Up_or_Down_-_April_13_600PM-605PM_ET,0.79,0.22,0.25,0.26,0.5700000000000001,0.04000000000000001,74529.11
m5,Down,Bitcoin_Up_or_Down_-_April_13_600PM-605PM_ET,0.08,0.84,0.84,0.84,-0.76,0.0,74500.28
m5,Up,Bitcoin_Up_or_Down_-_April_13_605PM-610PM_ET,0.6,0.45,0.44,0.44,0.14999999999999997,-0.010000000000000009,74640.89
m15,Up,Bitcoin_Up_or_Down_-_April_13_600PM-615PM_ET,0.93,0.49,0.5,0.5,0.44000000000000006,0.010000000000000009,74646.01
m5,Up,Bitcoin_Up_or_Down_-_April_13_605PM-610PM_ET,0.76,0.39,0.4,0.41,0.37,0.019999999999999962,74607.59
m5,Down,Bitcoin_Up_or_Down_-_April_13_605PM-610PM_ET,0.22,0.66,0.64,0.62,-0.44000000000000006,-0.040000000000000036,74586.73
m5,Up,Bitcoin_Up_or_Down_-_April_13_605PM-610PM_ET,0.8,0.34,0.34,0.34,0.46,0.0,74593.8
m5,Down,Bitcoin_Up_or_Down_-_April_13_605PM-610PM_ET,0.08,0.63,0.63,0.63,-0.55,0.0,74612.03
m15,Up,Bitcoin_Up_or_Down_-_April_13_600PM-615PM_ET,0.97,0.44,0.45,0.45,0.53,0.010000000000000009,74612.02
m5,Up,Bitcoin_Up_or_Down_-_April_13_605PM-610PM_ET,0.97,0.32,0.33,0.33,0.6499999999999999,0.010000000000000009,74596.17
m5,Down,Bitcoin_Up_or_Down_-_April_13_605PM-610PM_ET,0.01,0.74,0.74,0.71,-0.73,-0.030000000000000027,74594.65
m15,Down,Bitcoin_Up_or_Down_-_April_13_600PM-615PM_ET,0.03,0.46,0.46,0.46,-0.43000000000000005,0.0,74668.66
m5,Up,Bitcoin_Up_or_Down_-_April_13_605PM-610PM_ET,0.93,0.69,0.68,0.66,0.2400000000000001,-0.029999999999999916,74668.67
m5,Down,Bitcoin_Up_or_Down_-_April_13_610PM-615PM_ET,0.42,0.35,0.35,0.35,0.07,0.0,74805.8
m5,Up,Bitcoin_Up_or_Down_-_April_13_610PM-615PM_ET,0.65,0.76,0.76,0.76,-0.10999999999999999,0.0,74859.35
m5,Down,Bitcoin_Up_or_Down_-_April_13_610PM-615PM_ET,0.45,0.67,0.67,0.67,-0.22000000000000003,0.0,74688.35
m5,Up,Bitcoin_Up_or_Down_-_April_13_610PM-615PM_ET,0.54,0.32,0.32,0.32,0.22000000000000003,0.0,74683.93
m5,Up,Bitcoin_Up_or_Down_-_April_13_610PM-615PM_ET,0.58,0.32,0.32,0.32,0.25999999999999995,0.0,74680.1
m5,Down,Bitcoin_Up_or_Down_-_April_13_610PM-615PM_ET,0.39,0.69,0.69,0.69,-0.29999999999999993,0.0,74636.71
m5,Up,Bitcoin_Up_or_Down_-_April_13_610PM-615PM_ET,0.69,0.18,0.19,0.2,0.51,0.020000000000000018,74616.06
m5,Down,Bitcoin_Up_or_Down_-_April_13_610PM-615PM_ET,0.22,0.8,0.8,0.8,-0.5800000000000001,0.0,74630.72
m5,Up,Bitcoin_Up_or_Down_-_April_13_610PM-615PM_ET,0.92,0.25,0.25,0.25,0.67,0.0,74656.29
m5,Up,Bitcoin_Up_or_Down_-_April_13_610PM-615PM_ET,0.87,0.19,0.2,0.2,0.6799999999999999,0.010000000000000009,74661.52
m5,Up,Bitcoin_Up_or_Down_-_April_13_610PM-615PM_ET,0.87,0.19,0.23,0.24,0.6799999999999999,0.04999999999999999,74644.21
m5,Down,Bitcoin_Up_or_Down_-_April_13_610PM-615PM_ET,0.08,0.84,0.84,0.84,-0.76,0.0,74665.68
m5,Down,Bitcoin_Up_or_Down_-_April_13_610PM-615PM_ET,0.08,0.64,0.66,0.66,-0.56,0.020000000000000018,74740.32
m5,Down,Bitcoin_Up_or_Down_-_April_13_610PM-615PM_ET,0.08,0.63,0.63,0.63,-0.55,0.0,74720.68
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.4189,0.38,0.38,0.37,0.03889999999999999,-0.010000000000000009,75708.13
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.48,0.34,0.34,0.34,0.13999999999999996,0.0,75671.04
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.59,0.42,0.42,0.42,0.16999999999999998,0.0,75750.0
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.6481999999999999,0.42,0.42,0.42,0.2281999999999999,0.0,75733.75
h1,Down,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.31,0.59,0.59,0.59,-0.27999999999999997,0.0,75733.75
h1,Down,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.31,0.59,0.59,0.59,-0.27999999999999997,0.0,75733.75
h1,Down,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.31,0.59,0.59,0.59,-0.27999999999999997,0.0,75733.75
h1,Down,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.31,0.59,0.59,0.59,-0.27999999999999997,0.0,75733.75
h1,Down,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.31,0.59,0.59,0.59,-0.27999999999999997,0.0,75733.75
h1,Down,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.31,0.59,0.59,0.59,-0.27999999999999997,0.0,75733.75
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.66,0.42,0.42,0.42,0.24000000000000005,0.0,75733.75
h1,Down,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.39,0.59,0.59,0.59,-0.19999999999999996,0.0,75733.74
h1,Down,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.45,0.58,0.58,0.58,-0.12999999999999995,0.0,75743.31
h1,Down,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.51,0.58,0.58,0.58,-0.06999999999999995,0.0,75733.76
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.44,0.44,0.44,0.44,0.0,0.0,75770.01
h1,Down,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.63,0.51,0.51,0.51,0.12,0.0,75804.55
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.31,0.51,0.51,0.51,-0.2,0.0,75805.37
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.3454,0.56,0.55,0.55,-0.21460000000000007,-0.010000000000000009,75855.76
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.44,0.53,0.54,0.55,-0.09000000000000002,0.020000000000000018,75811.25
h1,Down,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.32,0.4,0.4,0.4,-0.08000000000000002,0.0,75861.57
h1,Down,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.3443,0.42,0.4,0.4,-0.07569999999999999,-0.019999999999999962,75861.31
h1,Down,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.35,0.42,0.42,0.42,-0.07,0.0,75861.3
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.58,0.64,0.64,0.64,-0.06000000000000005,0.0,75886.98
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.58,0.64,0.64,0.64,-0.06000000000000005,0.0,75886.98
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.56,0.59,0.59,0.59,-0.029999999999999916,0.0,75864.56
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.6664,0.6,0.6,0.6,0.06640000000000001,0.0,75869.71
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.66,0.67,0.68,0.65,-0.010000000000000009,-0.020000000000000018,75912.59
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.66,0.67,0.68,0.65,-0.010000000000000009,-0.020000000000000018,75912.59
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.66,0.67,0.68,0.65,-0.010000000000000009,-0.020000000000000018,75912.59
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.66,0.67,0.67,0.67,-0.010000000000000009,0.0,75912.58
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.59,0.91,0.9,0.91,-0.32000000000000006,0.0,76182.01
h1,Up,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.59,0.93,0.94,0.93,-0.3400000000000001,0.0,76319.26
h1,Down,Bitcoin_Up_or_Down_-_April_17_4AM_ET,0.43,0.09,0.08,0.09,0.33999999999999997,0.0,76322.73
